ID,Business name,Retail category,Geo Local Area,Address
5172,Head Phone Bar,Comparison Goods,Riley Park,4534 MAIN ST
5176,Niche Eyewear Boutique,Comparison Goods,Riley Park,4560 MAIN ST
5178,Giving Gifts,Comparison Goods,Riley Park,4570 MAIN ST
5190,Luxia Custom Shoes,Comparison Goods,Riley Park,4668 MAIN ST
5191,Leaf,Service Commercial,Riley Park,4673 MAIN ST
5194,Banzai Hair Studio,Service Commercial,Riley Park,4738 MAIN ST
5214,East Side Tae Kwon Do,Entertainment and Leisure,Riley Park,4873 MAIN ST
5215,Virgo Nail Spa,Service Commercial,Riley Park,4877 MAIN ST
5218,Beansprouts,Comparison Goods,Riley Park,4897 MAIN ST
5220,Stadium Market,Convenience Goods,Riley Park,4899 MAIN ST
5223,Cambie Denture Clinic,Service Commercial,Riley Park,4915 MAIN ST
5228,Oro Hair Studio,Service Commercial,Riley Park,4933 MAIN ST
5231,Salvation Army Thrift Store,Comparison Goods,Mount Pleasant,261 E 12TH AV
5233,Kenny Muir Fitness,Entertainment and Leisure,Mount Pleasant,511 E 15TH AV
5236,Modo Yoga,Entertainment and Leisure,Mount Pleasant,554 E 15TH AV
5244,Hillcrest Discount Centre,Comparison Goods,Riley Park,212 E 17TH AV
5246,Klinik Health Collective,Service Commercial,Riley Park,101 225 E 17TH AV
5253,PhysioPro,Service Commercial,Sunset,216 E 50TH AV
5256,New Deli Paan Centre,Convenience Goods,Sunset,209 E 51ST AV
5258,Naz's Prescription Plus,Convenience Goods,Sunset,6410 MAIN ST
5262,Dank Mart,Convenience Goods,Sunset,6418 MAIN ST
5265,Main Family Practice,Service Commercial,Sunset,6430 MAIN ST
5266,Persia Foods,Convenience Goods,Sunset,6437 MAIN ST
5273,J&J Healing Centre Taditional Chinese Medicine,Service Commercial,Sunset,6464 MAIN ST
5274,Hartwell Therapy and Wellness,Service Commercial,Sunset,6468 MAIN ST
5276,Oxygen Yoga and Fitness,Entertainment and Leisure,Sunset,6494 MAIN ST
5279,Roots Café,Food & Beverage,Sunset,6502 MAIN ST
5286,Freshii,Food & Beverage,Sunset,6541 MAIN ST
5291,The Vaper's Stash,Convenience Goods,Sunset,6565 MAIN ST
5298,Amrit Fashions,Comparison Goods,Sunset,6571 MAIN ST
5299,Sk Designs,Comparison Goods,Sunset,6576 MAIN ST
5301,Himalaya Restaurant,Food & Beverage,Sunset,6587 MAIN ST
5303,Glow Bright Beauty Spa,Service Commercial,Sunset,6604 MAIN ST
5309,The Scoli Clinic,Service Commercial,Sunset,6632 MAIN ST
5313,Satin Touch,Service Commercial,Sunset,6655 MAIN ST
5315,Main Aquarium,Comparison Goods,Sunset,6660 MAIN ST
5317,Maple building design inc,Service Commercial,Sunset,6669 MAIN ST
5331,Vancouver Veggi Pizza,Food & Beverage,Sunset,2 7247 MAIN ST
5336,Shan-E-Punjab Arts Club,Service Commercial,Sunset,7275 MAIN ST
5339,Main Care,Service Commercial,Sunset,7297 MAIN ST
5344,Pizzeria Farina,Food & Beverage,Downtown,915 MAIN ST
5347,The American,Food & Beverage,Strathcona,926 MAIN ST
5348,The Source Enterprises Ltd,Comparison Goods,Downtown,929 MAIN ST
5359,Take Urban Cafe,Food & Beverage,Downtown,1019 MAIN ST
5362,Ivanhoe Hotel Bar,Food & Beverage,Strathcona,1038 MAIN ST
5364,Instant Imprints,Service Commercial,Downtown,1065 MAIN ST
5368,Workforce Staffing Solutions Ltd,Service Commercial,Downtown,1169 MAIN ST
5372,Trades Labour Corporation,Service Commercial,Downtown,1265 MAIN ST
5375,McDonald’s,Food & Beverage,Mount Pleasant,1527 MAIN ST
5384,Dan's Mechanical,Automotive Goods & Services,Strathcona,1658 MAIN ST
5387,Pho Quynh Express,Food & Beverage,Mount Pleasant,1691 MAIN ST
5390,Shell,Automotive Goods & Services,Mount Pleasant,1785 MAIN ST
5395,Donair Dude,Food & Beverage,Strathcona,201 TERMINAL AV
5401,Shoppers Drug Mart,Convenience Goods,Marpole,432 SW MARINE DRIVE
5402,Pink Elephant Thai,Food & Beverage,Marpole,434 SW MARINE DRIVE
5405,Cineplex Entertainment,Entertainment and Leisure,Marpole,452 SW MARINE DRIVE
5409,Dublin Crossing Irish Pub,Food & Beverage,Marpole,466 SW MARINE DRIVE
5412,YiFang Taiwan Fruit Tea,Food & Beverage,Marpole,302 470 SW MARINE DRIVE
5418,Marine Cambie Dental,Service Commercial,Marpole,482 SW MARINE DRIVE
5422,CoCo Fresh Tea & Juice,Food & Beverage,Marpole,491 SW MARINE DRIVE
5425,Bubble Waffle Cafe,Food & Beverage,Marpole,495 SW MARINE DRIVE
5426,Canadian Imperial Bank of Commerce,Service Commercial,Marpole,496 SW MARINE DRIVE
5434,Denny's,Food & Beverage,Marpole,622 SW MARINE DRIVE
5435,Subway,Food & Beverage,Marpole,644 SW MARINE DRIVE
5436,Alive Sport Treatment Center,Service Commercial,Marpole,7902 GRANVILLE ST
5437,L & J Pattisserie,Convenience Goods,Marpole,7908 GRANVILLE ST
5440,UTCM Holistic Medicine,Service Commercial,Marpole,7922 GRANVILLE ST
5441,England Red Hill Hair Salon,Service Commercial,Marpole,7928 GRANVILLE ST
5453,Venture Law Corp.,Service Commercial,Marpole,7985 GRANVILLE ST
5456,La Canapa,Convenience Goods,Marpole,8002 GRANVILLE ST
5457,TD Canada Trust,Service Commercial,Marpole,8005 GRANVILLE ST
5473,Insureline,Service Commercial,Marpole,8091 GRANVILLE ST
5478,Rib & Chicken,Food & Beverage,Marpole,8167 GRANVILLE ST
5481,Sushi King House,Food & Beverage,Marpole,8176 GRANVILLE ST
5490,Chura Aletta Hair Salon,Service Commercial,Marpole,8261 GRANVILLE ST
5493,Sushi Wow,Food & Beverage,Marpole,8273 GRANVILLE ST
5500,Red Star Seafood,Food & Beverage,Marpole,8298 GRANVILLE ST
5502,Bank of Montreal,Service Commercial,Marpole,8324 GRANVILLE ST
5504,Subway,Food & Beverage,Marpole,8347 GRANVILLE ST
5507,Talay Tai,Food & Beverage,Marpole,8369 GRANVILLE ST
5518,Canadian Imperial Bank of Commerce,Service Commercial,Marpole,8450 GRANVILLE ST
5521,Grand Marpole Market,Convenience Goods,Marpole,8460 GRANVILLE ST
5524,Pelling & Assoc. Insurance,Service Commercial,Marpole,8480 GRANVILLE ST
5525,The Yard,Food & Beverage,Marpole,8482 GRANVILLE ST
5531,Jasmine Flower,Food & Beverage,Marpole,8532 GRANVILLE ST
5533,Amazing Spice HotPot,Food & Beverage,Marpole,8542 GRANVILLE ST
5535,Chicko Chicken,Food & Beverage,Marpole,8550 GRANVILLE ST
5540,Royal Bank of Canada,Service Commercial,Marpole,8585 GRANVILLE ST
5542,Dutch Love Cannabis,Convenience Goods,Marpole,8602 GRANVILLE ST
5545,Donair Spot,Food & Beverage,Marpole,8616 GRANVILLE ST
5548,Solo Pasta,Food & Beverage,Marpole,8620 GRANVILLE ST
5550,Fighter Chicken,Food & Beverage,Marpole,8631 GRANVILLE ST
5555,Ikura Japanese,Food & Beverage,Marpole,8646 GRANVILLE ST
5557,Marpole Beauty Centre,Service Commercial,Marpole,8652 GRANVILLE ST
5562,Sunflower Beauty Salon,Service Commercial,Marpole,8676 GRANVILLE ST
5566,Presentation centre,Service Commercial,Marpole,8697 GRANVILLE ST
5567,Boyd and Company Chartered Professional Accountant,Service Commercial,Marpole,1505 W 66TH AV
5572,Auto Mind Collision Repair,Automotive Goods & Services,Mount Pleasant,268 E 10TH AV
5573,Pur and Simple,Food & Beverage,Mount Pleasant,299 E 10TH AV
5575,Blossom & Vine Floral Co,Convenience Goods,Mount Pleasant,156 E 11TH AV
5576,Stone Fox Hair Inc,Service Commercial,Mount Pleasant,158 E 11TH AV
5579,A & R Alteration and Dressmaking,Service Commercial,Mount Pleasant,230 E 11TH AV
5580,Main Acupuncture Clinic,Service Commercial,Mount Pleasant,232 E 11TH AV
5586,Pacific West Dental Group,Service Commercial,Mount Pleasant,182 E 15TH AV
5592,Cross & Oates Accounting Services Inc,Service Commercial,Mount Pleasant,187 E 16TH AV
5594,Sushi Canada,Food & Beverage,Mount Pleasant,170 E 2ND AV
5604,Kingsway Auto Detailing Centre,Automotive Goods & Services,Mount Pleasant,290 E 5TH AV
5606,Bar Susu,Food & Beverage,Mount Pleasant,209 E 6TH AV
5612,Como Taperia,Food & Beverage,Mount Pleasant,201 E 7TH AV
5623,Black Coffeehouse & Lounge,Food & Beverage,Mount Pleasant,1 E BROADWAY
5627,Pacey’s Pianos,Comparison Goods,Mount Pleasant,11 E BROADWAY
5629,Murata,Comparison Goods,Mount Pleasant,15 E BROADWAY
5634,Canadian Appliance Source,Comparison Goods,Mount Pleasant,42 E BROADWAY
5644,VCA Vancouver Animal Wellness Hospital,Service Commercial,Mount Pleasant,105 E BROADWAY
5646,Odin Books,Comparison Goods,Mount Pleasant,108 E BROADWAY
5649,Portside Interiors,Comparison Goods,Mount Pleasant,120 E BROADWAY
5658,Congee Noodle House,Food & Beverage,Mount Pleasant,141 E BROADWAY
5660,Sherry Convenience Store,Convenience Goods,Mount Pleasant,145 E BROADWAY
5664,Rocket Smoke Shop,Convenience Goods,Mount Pleasant,177 E BROADWAY
5665,Yummy Slice Pizza,Food & Beverage,Mount Pleasant,183 E BROADWAY
5666,Sushi Kaido,Food & Beverage,Mount Pleasant,189 E BROADWAY
5670,Starbucks,Food & Beverage,Mount Pleasant,260 E BROADWAY
5673,Poke Bar,Food & Beverage,Mount Pleasant,280 E BROADWAY
5675,Nesters Market,Convenience Goods,Mount Pleasant,288 E BROADWAY
5676,Pizza Pizza,Food & Beverage,Mount Pleasant,311 E BROADWAY
5682,Studio Kiku,Service Commercial,Mount Pleasant,329 E BROADWAY
5684,Field Trip Hair Co,Service Commercial,Mount Pleasant,335 E BROADWAY
5685,Studio Artispherr,Service Commercial,Mount Pleasant,337 E BROADWAY
5688,Money Mart,Service Commercial,Mount Pleasant,345 E BROADWAY
5698,Easy Financial,Service Commercial,Mount Pleasant,402 E BROADWAY
5704,Advance Continuing Education Ltd,Service Commercial,Mount Pleasant,420 E BROADWAY
5707,Foreign Electronics Ltd,Comparison Goods,Mount Pleasant,432 E BROADWAY
5713,Valentino’s Barber Shop,Service Commercial,Mount Pleasant,502 E BROADWAY
5715,The Lido Public House Ltd,Food & Beverage,Mount Pleasant,518 E BROADWAY
5718,M & N Auto Repairs,Automotive Goods & Services,Mount Pleasant,530 E BROADWAY
5732,Domino's Pizza,Food & Beverage,Mount Pleasant,585 E BROADWAY
5736,Circle K,Convenience Goods,Mount Pleasant,601 E BROADWAY
5744,Subway,Food & Beverage,Mount Pleasant,615 E BROADWAY
5751,Presentaion Centre- Grafia by Porte,Service Commercial,Mount Pleasant,651 E BROADWAY
5756,Hail Mary's Restaurant,Food & Beverage,Mount Pleasant,670 E BROADWAY
5759,Ba Le Deli & Bakery Ltd,Food & Beverage,Mount Pleasant,691 E BROADWAY
5760,RAD Cycles,Comparison Goods,Mount Pleasant,701 E BROADWAY
5762,Al Fares Halal Meats & Grocery Ltd,Convenience Goods,Mount Pleasant,717 E BROADWAY
5764,Nha Trang Vietnamese Beef Noodle Soup,Food & Beverage,Mount Pleasant,720 E BROADWAY
5766,Happy Feet Spa Ltd,Service Commercial,Mount Pleasant,725 E BROADWAY
5768,Nifty Keen Stuff,Comparison Goods,Mount Pleasant,102 736 E BROADWAY
5777,Punch Studio,Service Commercial,Mount Pleasant,758 E BROADWAY
5790,Budgie's Burritos,Food & Beverage,Mount Pleasant,44 KINGSWAY
5792,La Petite Cuillere Tea House & Restaurant,Convenience Goods,Mount Pleasant,55 KINGSWAY
5799,Knowledge Barbers Inc,Service Commercial,Mount Pleasant,86 KINGSWAY
5809,Hustle,Entertainment and Leisure,Mount Pleasant,229 KINGSWAY
5810,Sprezzatura,Food & Beverage,Mount Pleasant,265 KINGSWAY
5811,VDZ + A (Van Der Zalm and Associates),Service Commercial,Mount Pleasant,102 355 KINGSWAY
5812,Ramsay Worden Architects,Service Commercial,Mount Pleasant,355 KINGSWAY
5816,12 Kings Pub  - Howard Johnson Plaza Hotel,Food & Beverage,Mount Pleasant,395 KINGSWAY
5817,Regency Toyota (Vancouver),Automotive Goods & Services,Mount Pleasant,401 KINGSWAY
5820,Los Cuervos,Food & Beverage,Mount Pleasant,603 KINGSWAY
5830,Lions Den Café & Studio,Food & Beverage,Mount Pleasant,651 E 15TH AV
5840,Craftsman Collision,Automotive Goods & Services,Mount Pleasant,1900 MAIN ST
5844,B2 Fitness Inc.,Entertainment and Leisure,Mount Pleasant,40 1961 MAIN ST
5845,Red Gate,Comparison Goods,Mount Pleasant,1965 MAIN ST
5846,Zeidler Architecture,Service Commercial,Mount Pleasant,1981 MAIN ST
5850,GrandCity Autobody Ltd.,Automotive Goods & Services,Mount Pleasant,2088 MAIN ST
5851,Zarak by Afghan Kitchen,Food & Beverage,Mount Pleasant,2102 MAIN ST
5852,City Centre Artist Lodge,Service Commercial,Mount Pleasant,2111 MAIN ST
5860,Wong Florist,Convenience Goods,Mount Pleasant,2250 MAIN ST
5862,AARM Dental Group,Service Commercial,Mount Pleasant,2270 MAIN ST
5864,Slim’s BBQ,Food & Beverage,Mount Pleasant,2301 MAIN ST
5870,Antisocial Skateboard Shop,Comparison Goods,Mount Pleasant,2337 MAIN ST
5875,Gene Coffee Bar,Food & Beverage,Mount Pleasant,2404 MAIN ST
5882,Superbaba Middle Eastern Food,Food & Beverage,Mount Pleasant,2419 MAIN ST
5887,The Pleasant,Food & Beverage,Mount Pleasant,2434 MAIN ST
5894,Cash Money,Service Commercial,Mount Pleasant,2490 MAIN ST
5901,Tamaly shop,Food & Beverage,Mount Pleasant,2525 MAIN ST
5903,Bean Around the World,Food & Beverage,Mount Pleasant,2528 MAIN ST
5905,Durant Sessions,Comparison Goods,Mount Pleasant,2539 MAIN ST
5908,Genesis Nutrition,Convenience Goods,Mount Pleasant,2570 MAIN ST
5909,Ignite Pizzeria,Food & Beverage,Mount Pleasant,2588 MAIN ST
5911,The Corner Store,Comparison Goods,Mount Pleasant,2601 MAIN ST
5913,Tocador,Food & Beverage,Mount Pleasant,2610 MAIN ST
5914,The Cascade Room,Food & Beverage,Mount Pleasant,2616 MAIN ST
5915,Dulux Paints,Comparison Goods,Mount Pleasant,2630 MAIN ST
5917,Mount Pleasant Legion,Food & Beverage,Mount Pleasant,2655 MAIN ST
5919,Burdock & Co.,Food & Beverage,Mount Pleasant,2702 MAIN ST
5920,Parliament Interiors,Comparison Goods,Mount Pleasant,2703 MAIN ST
5921,Ryder Architecture,Service Commercial,Mount Pleasant,2705 MAIN ST
5922,Launder All Coin Laundry,Service Commercial,Mount Pleasant,2706 MAIN ST
5926,Sing Sing Restaurant,Food & Beverage,Mount Pleasant,2718 MAIN ST
5933,The Mount Smoke Shop,Convenience Goods,Mount Pleasant,2749 MAIN ST
5934,Blumen Florals,Convenience Goods,Mount Pleasant,2751 MAIN ST
5936,Barber & Co.,Service Commercial,Mount Pleasant,2808 MAIN ST
5938,Maizal Mexican Restaurant,Food & Beverage,Mount Pleasant,2815 MAIN ST
5941,Subway,Food & Beverage,Mount Pleasant,2827 MAIN ST
5943,Goldilocks Filipino Restaurant,Food & Beverage,Mount Pleasant,2833 MAIN ST
5946,Maruhachi Ra-men,Food & Beverage,Mount Pleasant,2858 MAIN ST
5947,Dairy Queen,Food & Beverage,Mount Pleasant,2888 MAIN ST
5948,49th Parallel Coffee Roasters,Food & Beverage,Mount Pleasant,2902 MAIN ST
5949,Good Co,Food & Beverage,Mount Pleasant,2904 MAIN ST
5955,G&F Financial Group,Service Commercial,Mount Pleasant,1 2949 MAIN ST
5956,Tisol,Comparison Goods,Mount Pleasant,4 2949 MAIN ST
5961,Pure integrative pharmacy,Convenience Goods,Mount Pleasant,16 2949 MAIN ST
5963,Save-On-Cleaners,Service Commercial,Mount Pleasant,18 2949 MAIN ST
5967,Forecast Coffee,Food & Beverage,Mount Pleasant,2980 MAIN ST
5968,JJ Bean,Food & Beverage,Mount Pleasant,3010 MAIN ST
5974,Mitra Canteen,Food & Beverage,Mount Pleasant,3034 MAIN ST
5992,Urban Source Art Materials,Comparison Goods,Mount Pleasant,3126 MAIN ST
5997,Main Yan Physiotherapy,Service Commercial,Mount Pleasant,3139 MAIN ST
6001,Magsen Realty,Service Commercial,Mount Pleasant,3173 MAIN ST
6005,Cell Care,Service Commercial,Mount Pleasant,3187 MAIN ST
6008,Bello Wedding World,Comparison Goods,Riley Park,3207 MAIN ST
6014,El Camino's,Food & Beverage,Riley Park,3250 MAIN ST
6028,Sushi hil,Food & Beverage,Riley Park,3330 MAIN ST
6032,Anh and Chi Restaurant,Food & Beverage,Riley Park,3388 MAIN ST
6037,Wong's Insurance Services,Service Commercial,Riley Park,3437 MAIN ST
6040,Church's Texas Chicken,Food & Beverage,Riley Park,3449 MAIN ST
6042,Nailed it beauty spa,Service Commercial,Riley Park,3463 MAIN ST
6043,Suyo modern Peruvian,Food & Beverage,Riley Park,3475 MAIN ST
6045,Remedy's Rx,Convenience Goods,Riley Park,3482 MAIN ST
6046,Dr. Thomas Ho,Service Commercial,Riley Park,3484 MAIN ST
6048,H&R Block,Service Commercial,Riley Park,3490 MAIN ST
6051,Mount Pleasant Wellness Chiropractic and Massage Therapy,Service Commercial,Mount Pleasant,2518 MANITOBA ST
6058,Manila Hair Salon,Service Commercial,Mount Pleasant,13 W BROADWAY
6059,Best Burrito,Food & Beverage,Mount Pleasant,15 W BROADWAY
6061,Sport Chek,Comparison Goods,Mount Pleasant,18 W BROADWAY
6068,Bike Repair Centre,Comparison Goods,Mount Pleasant,47 W BROADWAY
6075,Crafty Nail Bar,Service Commercial,Mount Pleasant,5 111 W BROADWAY
6081,Spa Colonic,Service Commercial,Mount Pleasant,117 W BROADWAY
6083,ATIC Computers,Comparison Goods,Mount Pleasant,120 W BROADWAY
6088,Bike Doctor,Comparison Goods,Mount Pleasant,137 W BROADWAY
6095,Leslie’s Luggage & Shoe Repair,Service Commercial,Mount Pleasant,185 W BROADWAY
6096,Cilantro Indian Cuisine,Food & Beverage,Mount Pleasant,189 W BROADWAY
6098,Dunbar Cycles,Comparison Goods,Mount Pleasant,195 W BROADWAY
6103,ABC Jewellery and Loan,Comparison Goods,Mount Pleasant,102 223 W BROADWAY
6107,Drunken Chocolatier,Convenience Goods,Mount Pleasant,108 223 W BROADWAY
6115,Medicinal Mushroom Dispensary,Convenience Goods,Mount Pleasant,247 W BROADWAY
6120,Myodetox,Service Commercial,Fairview,3087 OAK ST
6121,Scrub Depot,Comparison Goods,Fairview,3102 OAK ST
6123,West Side Nail Spa,Service Commercial,Fairview,3122 OAK ST
6130,De Dutch Pannekoek,Food & Beverage,Fairview,3192 OAK ST
6133,Eva & Co Wigs,Convenience Goods,South Cambie,3216 OAK ST
6135,Pet Food N' More,Comparison Goods,South Cambie,3244 OAK ST
6139,Helmet Salon,Service Commercial,South Cambie,3722 OAK ST
6142,Ruoxi Liu Music Centre,Service Commercial,South Cambie,3738 OAK ST
6144,Aesthetic Dental,Service Commercial,South Cambie,3760 OAK ST
6147,Pallet Coffee Roasters,Food & Beverage,South Cambie,3820 OAK ST
6148,Sun Garden Chinese Rest.,Food & Beverage,South Cambie,3832 OAK ST
6149,Johnny's On Oak,Food & Beverage,South Cambie,3838 OAK ST
6153,Shaughnessy Cleaners,Service Commercial,South Cambie,3884 OAK ST
6157,Model Skin MD,Service Commercial,Shaughnessy,3899 OAK ST
6160,Easter Seal House,Service Commercial,Shaughnessy,3981 OAK ST
6161,Dr Sai-Hong Sandy Chan,Service Commercial,Shaughnessy,4067 OAK ST
6163,Your Dental,Service Commercial,Shaughnessy,4085 OAK ST
6165,Shell,Automotive Goods & Services,South Cambie,4110 OAK ST
6166,TD Canada Trust,Service Commercial,South Cambie,900 W KING EDWARD
6170,Wellspring Clinic,Service Commercial,South Cambie,916 W KING EDWARD
6171,King Edward Medical Centre,Service Commercial,South Cambie,920 W KING EDWARD
6173,Buntain Insurance,Service Commercial,South Cambie,932 W KING EDWARD
6177,Roberts And Brown Opticians,Comparison Goods,South Cambie,948 W KING EDWARD
6178,Kim Express,Food & Beverage,South Cambie,952 W KING EDWARD
6181,Osaka Sushi,Food & Beverage,South Cambie,960 W KING EDWARD
6182,Libations Liquor Store,Convenience Goods,South Cambie,962 W KING EDWARD
6185,Artryan Gallery & Framing Ltd,Comparison Goods,South Cambie,976 W KING EDWARD
6186,Shop Dollarpapa.com Dollar Store,Comparison Goods,South Cambie,980 W KING EDWARD
6190,Dragon Ball Tea House Ltd,Food & Beverage,Shaughnessy,1007 W KING EDWARD
6195,Dr Peter S F Tsang Inc,Service Commercial,Shaughnessy,1035 W KING EDWARD
6200,TD Canada Trust,Service Commercial,Mount Pleasant,1689 MANITOBA ST
6202,Kona's Baby Boutique,Comparison Goods,Mount Pleasant,1703 MANITOBA ST
6203,Bank of Nova Scotia,Service Commercial,Mount Pleasant,1750 MANITOBA ST
6205,The Bubble Tea Shop,Food & Beverage,Mount Pleasant,1764 MANITOBA ST
6207,Gusto Gelateria,Convenience Goods,Mount Pleasant,1610 SALT ST
6208,London Drugs,Convenience Goods,Mount Pleasant,1622 SALT ST
6209,Urban Fare,Convenience Goods,Mount Pleasant,1688 SALT ST
6215,Rice Burger,Food & Beverage,West Point Grey,2630 SASAMAT ST
6216,Bright Orange Music Academy,Service Commercial,West Point Grey,4582 W 10TH AV
6221,Mollies Stationary,Comparison Goods,West Point Grey,4327 W 10TH AV
6233,Dr. Fung,Service Commercial,West Point Grey,4358 W 10TH AV
6239,Office,Service Commercial,West Point Grey,4376 W 10TH AV
6247,West Side Upholstery,Comparison Goods,West Point Grey,4394 W 10TH AV
6251,Ooh La La Donuts,Convenience Goods,West Point Grey,4406 W 10TH AV
6258,University Vet Clinic,Service Commercial,West Point Grey,103 4416 W 10TH AV
6266,Domino's Pizza,Food & Beverage,West Point Grey,4426 W 10TH AV
6267,Moricotta,Comparison Goods,West Point Grey,4429 W 10TH AV
6268,Mix The Bakery,Convenience Goods,West Point Grey,4430 W 10TH AV
6270,Christine’s Lyceum of Literature and Art,Comparison Goods,West Point Grey,4433 W 10TH AV
6274,Frondly Plants,Convenience Goods,West Point Grey,4439 W 10TH AV
6285,Do Strength Fitness,Entertainment and Leisure,West Point Grey,4454 W 10TH AV
6287,Bean Around the World,Food & Beverage,West Point Grey,4456 W 10TH AV
6288,Ur Market,Convenience Goods,West Point Grey,4458 W 10TH AV
6290,Bella Roma,Food & Beverage,West Point Grey,4460 W 10TH AV
6299,Laura Jewitt,Comparison Goods,West Point Grey,4485 W 10TH AV
6300,Busy Bee Dry Cleaners,Service Commercial,West Point Grey,4488 W 10TH AV
6305,Bank of Montreal,Service Commercial,West Point Grey,4502 W 10TH AV
6315,Bedazzle Nail Spa,Service Commercial,West Point Grey,4521 W 10TH AV
6319,GT Express II Vietnamese,Food & Beverage,West Point Grey,4530 W 10TH AV
6322,Pizza Hut,Food & Beverage,West Point Grey,4540 W 10TH AV
6325,Ovo Medi Spa,Service Commercial,West Point Grey,4546 W 10TH AV
6332,Everyday Sushi,Food & Beverage,West Point Grey,4572 W 10TH AV
6338,T & T Supermarket,Convenience Goods,Hastings-Sunrise,100 2800 E 1ST AV
6340,Fido,Service Commercial,Hastings-Sunrise,102 2800 E 1ST AV
6341,QQ Bubble Tea,Food & Beverage,Hastings-Sunrise,104 2800 E 1ST AV
6345,1st Ave Eyecare Center,Service Commercial,Hastings-Sunrise,110 2800 E 1ST AV
6347,Fuku Ramen,Food & Beverage,Hastings-Sunrise,114 2800 E 1ST AV
6352,Chan Mo,Service Commercial,Hastings-Sunrise,203 2800 E 1ST AV
6355,Hopewell Chinese Kitchen,Food & Beverage,Hastings-Sunrise,213 2800 E 1ST AV
6356,First Avenue Meat Shop,Convenience Goods,Hastings-Sunrise,215 2800 E 1ST AV
6360,Korean Dessert Café,Food & Beverage,Hastings-Sunrise,220 2800 E 1ST AV
6362,Thaison Restaurant Ltd,Food & Beverage,Hastings-Sunrise,230 2800 E 1ST AV
6363,Wah Shang Seafood,Convenience Goods,Hastings-Sunrise,232 2800 E 1ST AV
6364,Cho's Farm Market,Convenience Goods,Hastings-Sunrise,234 2800 E 1ST AV
6367,Dr R K L Fong Inc,Service Commercial,Hastings-Sunrise,254 2800 E 1ST AV
6368,East One Seafood Restaurant,Food & Beverage,Hastings-Sunrise,258 2800 E 1ST AV
6380,Glo Salon,Service Commercial,Hastings-Sunrise,1667 RENFREW ST
6381,Share Tea,Food & Beverage,Hastings-Sunrise,1673 RENFREW ST
6384,Compass Physio & Pilates,Service Commercial,Hastings-Sunrise,1682 RENFREW ST
6389,Ben's Hair Design,Service Commercial,Hastings-Sunrise,1764 RENFREW ST
6396,Ding Tea,Food & Beverage,Hastings-Sunrise,1808 RENFREW ST
6400,Initia Real Estate,Service Commercial,Hastings-Sunrise,1828 RENFREW ST
6405,Bosley's,Comparison Goods,Killarney,8515 RIVER DIST. CROSSING
6410,Everything Wine,Convenience Goods,Killarney,8570 RIVER DIST. CROSSING
6416,River District Dentistry,Service Commercial,Killarney,3478 SAWMILL CRESCENT
6419,Bank of Nova Scotia,Service Commercial,Killarney,3498 SAWMILL CRESCENT
6423,Arc'teryx,Comparison Goods,West End,813 BURRARD ST
6425,Jang Mo Jib Korean Restaurant,Food & Beverage,West End,808 BUTE ST
6430,Roots Canada,Comparison Goods,West End,1001 ROBSON ST
6435,Skylight Optical,Comparison Goods,West End,1014 ROBSON ST
6445,Indigo Books,Comparison Goods,West End,1033 ROBSON ST
6446,Athleta,Comparison Goods,West End,1035 ROBSON ST
6450,Sephora Beauty,Convenience Goods,West End,1045 ROBSON ST
6451,Grand Maple Gifts,Comparison Goods,West End,1046 ROBSON ST
6454,Foot Locker,Comparison Goods,West End,1067 ROBSON ST
6455,Browns Shoes,Comparison Goods,West End,1068 ROBSON ST
6456,COS,Comparison Goods,West End,1070 ROBSON ST
6458,Couturist Apparel,Comparison Goods,West End,1085 ROBSON ST
6459,Robson Studio,Service Commercial,West End,1087 ROBSON ST
6461,Blue Ruby Jewelery,Comparison Goods,West End,1089 ROBSON ST
6464,Banana Republic,Comparison Goods,West End,1098 ROBSON ST
6467,Camper,Comparison Goods,West End,1101 ROBSON ST
6468,Jugo Juice,Food & Beverage,West End,1103 ROBSON ST
6475,Creative Eyecare,Comparison Goods,West End,1120 ROBSON ST
6483,Zefferelli's Rest. (2nd Flr.),Food & Beverage,West End,2ND 1136 ROBSON ST
6485,Steve Madden,Comparison Goods,West End,1137 ROBSON ST
6486,Laduree,Convenience Goods,West End,1141 ROBSON ST
6487,Telus,Service Commercial,West End,1143 ROBSON ST
6492,Uncle Tetsu,Convenience Goods,West End,1151 ROBSON ST
6496,New Balance,Comparison Goods,West End,1158 ROBSON ST
6498,"Paul Bakery, Café and Restaurant",Food & Beverage,West End,1164 ROBSON ST
6499,Hello Nori,Food & Beverage,West End,1165 ROBSON ST
6502,Ice Currency Services,Service Commercial,West End,1169 ROBSON ST
6503,Ba Ba Tang,Convenience Goods,West End,1172 ROBSON ST
6508,Earls,Food & Beverage,West End,1185 ROBSON ST
6509,London Drugs,Convenience Goods,West End,1187 ROBSON ST
6513,Freshslice Pizza,Food & Beverage,West End,1192 ROBSON ST
6520,Jenjudan,Food & Beverage,West End,1210 ROBSON ST
6523,D'oro Gelato,Convenience Goods,West End,1222 ROBSON ST
6524,Abode,Food & Beverage,West End,1225 ROBSON ST
6525,Shenanigans Bar & Grill,Food & Beverage,West End,1225 ROBSON ST
6527,Horin Tonkotsu Ramen,Food & Beverage,West End,1226 ROBSON ST
6531,Chicko Chicken,Food & Beverage,West End,1234 ROBSON ST
6537,Little cafe,Food & Beverage,West End,1258 ROBSON ST
